Rk,G,Date,Age,Tm,Unnamed: 5,Opp,Unnamed: 7,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,session,player,gamelog_url
27,27,1974-12-28,27-031,DET,,CHI,W (+9),1,27:00,0,6,.000,,,,1,2,.500,1,5,6,1,1,1,,3,1,1975,adamsdo01,https://www.basketball-reference.com/players/a/adamsdo01/gamelog/1975
28,28,1974-12-30,27-033,DET,@,CHI,W (+5),1,18:00,0,5,.000,,,,0,0,,1,3,4,1,0,0,,5,0,1975,adamsdo01,https://www.basketball-reference.com/players/a/adamsdo01/gamelog/1975
29,29,1975-01-02,27-036,DET,,NOJ,W (+4),,,1,5,.200,,,,1,2,.500,,,6,4,,,,,3,1975,adamsdo01,https://www.basketball-reference.com/players/a/adamsdo01/gamelog/1975
30,30,1975-01-03,27-037,DET,@,BUF,W (+19),1,25:00,4,6,.667,,,,1,2,.500,,,5,2,,,,5,9,1975,adamsdo01,https://www.basketball-reference.com/players/a/adamsdo01/gamelog/1975
31,31,1975-01-04,27-038,DET,,PHI,W (+7),1,,8,11,.727,,,,0,0,,,,8,,,,,,16,1975,adamsdo01,https://www.basketball-reference.com/players/a/adamsdo01/gamelog/1975
32,32,1975-01-08,27-042,DET,,MIL,L (-10),1,33:00,2,11,.182,,,,0,0,,,,11,0,1,2,,3,4,1975,adamsdo01,https://www.basketball-reference.com/players/a/adamsdo01/gamelog/1975
33,33,1975-01-10,27-044,DET,@,MIL,W (+8),1,20:00,1,4,.250,,,,0,0,,,,3,0,0,0,,4,2,1975,adamsdo01,https://www.basketball-reference.com/players/a/adamsdo01/gamelog/1975
34,34,1975-01-11,27-045,DET,@,ATL,W (+5),,,3,,,,,,0,0,,,,,,,,,,6,1975,adamsdo01,https://www.basketball-reference.com/players/a/adamsdo01/gamelog/1975
35,35,1975-01-17,27-051,DET,@,BOS,L (-6),1,30:00,3,10,.300,,,,0,0,,,,2,0,,,,3,6,1975,adamsdo01,https://www.basketball-reference.com/players/a/adamsdo01/gamelog/1975
36,36,1975-01-22,27-056,DET,,POR,W (+2),1,20:00,2,3,.667,,,,0,0,,0,3,3,0,1,1,,4,4,1975,adamsdo01,https://www.basketball-reference.com/players/a/adamsdo01/gamelog/1975
37,37,1975-01-24,27-058,DET,,ATL,W (+10),,,2,,,,,,0,0,,,,,,,,,,4,1975,adamsdo01,https://www.basketball-reference.com/players/a/adamsdo01/gamelog/1975
38,38,1975-01-25,27-059,DET,@,CHI,L (-20),1,14:00,1,5,.200,,,,1,3,.333,1,1,2,1,2,0,,4,3,1975,adamsdo01,https://www.basketball-reference.com/players/a/adamsdo01/gamelog/1975
39,39,1975-01-26,27-060,DET,,CHI,W (+9),1,33:00,1,5,.200,,,,1,2,.500,1,6,7,1,0,1,,5,3,1975,adamsdo01,https://www.basketball-reference.com/players/a/adamsdo01/gamelog/1975
40,40,1975-01-29,27-063,DET,,GSW,W (+3),1,45:00,8,13,.615,,,,0,0,,1,4,5,2,4,1,,4,16,1975,adamsdo01,https://www.basketball-reference.com/players/a/adamsdo01/gamelog/1975
41,41,1975-01-30,27-064,DET,@,HOU,L (-15),1,,6,13,.462,,,,0,0,,,,4,,,,,4,12,1975,adamsdo01,https://www.basketball-reference.com/players/a/adamsdo01/gamelog/1975
42,42,1975-02-01,27-066,DET,,BUF,W (+6),1,32:00,3,7,.429,,,,2,2,1.000,,,6,4,,,,4,8,1975,adamsdo01,https://www.basketball-reference.com/players/a/adamsdo01/gamelog/1975
43,43,1975-02-02,27-067,DET,@,CLE,L (-20),1,31:00,5,9,.556,,,,4,5,.800,2,4,6,4,0,0,,3,14,1975,adamsdo01,https://www.basketball-reference.com/players/a/adamsdo01/gamelog/1975
44,44,1975-02-03,27-068,DET,,BOS,L (-14),1,17:00,1,6,.167,,,,0,0,,,,3,1,,,,2,2,1975,adamsdo01,https://www.basketball-reference.com/players/a/adamsdo01/gamelog/1975
45,45,1975-02-06,27-071,DET,@,ATL,L (-13),,,1,4,.250,,,,2,3,.667,,,3,2,,,,5,4,1975,adamsdo01,https://www.basketball-reference.com/players/a/adamsdo01/gamelog/1975
46,46,1975-02-07,27-072,DET,@,CHI,L (-12),1,44:00,3,8,.375,,,,0,0,,2,8,10,1,2,0,,3,6,1975,adamsdo01,https://www.basketball-reference.com/players/a/adamsdo01/gamelog/1975
47,47,1975-02-09,27-074,DET,,LAL,W (+1),1,44:00,5,7,.714,,,,0,0,,4,3,7,5,1,1,,5,10,1975,adamsdo01,https://www.basketball-reference.com/players/a/adamsdo01/gamelog/1975
48,48,1975-02-10,27-075,DET,@,MIL,L (-21),1,8:00,0,0,,,,,0,0,,,,1,1,0,0,,1,0,1975,adamsdo01,https://www.basketball-reference.com/players/a/adamsdo01/gamelog/1975
49,49,1975-02-12,27-077,DET,,CHI,L (-10),1,14:00,1,4,.250,,,,3,4,.750,0,2,2,2,0,0,,2,5,1975,adamsdo01,https://www.basketball-reference.com/players/a/adamsdo01/gamelog/1975
50,50,1975-02-14,27-079,DET,@,PHI,L (-2),0,7:00,0,1,.000,,,,0,0,,0,0,0,1,,,,1,0,1975,adamsdo01,https://www.basketball-reference.com/players/a/adamsdo01/gamelog/1975
51,51,1975-02-15,27-080,DET,,KCO,L (-12),1,,0,1,.000,,,,0,0,,,,3,0,0,0,,2,0,1975,adamsdo01,https://www.basketball-reference.com/players/a/adamsdo01/gamelog/1975
