Rk,G,Date,Age,Tm,Unnamed: 5,Opp,Unnamed: 7,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,TOV,PF,PTS,session,player,gamelog_url
24,24,1968-12-19,23-143,KEN,@,DNR,L (-21),,,0,1,.000,0,0,,2,3,.667,,,3,,,0,2,,1969,https://www.basketball-reference.com/players/m/moorege01/gamelog/1969/aba/
25,25,1968-12-21,23-145,KEN,@,INA,L (-17),0,,0,6,.000,0,0,,1,2,.500,,,3,0,,6,1,,1969,https://www.basketball-reference.com/players/m/moorege01/gamelog/1969/aba/
26,26,1968-12-25,23-149,KEN,,MNP,L (-11),,,5,10,.500,0,0,,4,5,.800,,,11,,,3,14,,1969,https://www.basketball-reference.com/players/m/moorege01/gamelog/1969/aba/
27,27,1968-12-27,23-151,KEN,@,MNP,L (-4),,,4,8,.500,0,,,1,1,1.000,,,3,,,2,9,,1969,https://www.basketball-reference.com/players/m/moorege01/gamelog/1969/aba/
28,28,1968-12-29,23-153,KEN,@,NYA,W (+2),,,11,16,.688,0,0,,1,1,1.000,,,12,,,5,23,,1969,https://www.basketball-reference.com/players/m/moorege01/gamelog/1969/aba/
29,29,1968-12-30,23-154,KEN,@,INA,L (-17),0,,6,12,.500,0,0,,1,1,1.000,,,6,1,,5,13,,1969,https://www.basketball-reference.com/players/m/moorege01/gamelog/1969/aba/
30,30,1968-12-31,23-155,KEN,@,MNP,W (+19),,,4,17,.235,0,1,.000,1,2,.500,,,9,,,5,9,,1969,https://www.basketball-reference.com/players/m/moorege01/gamelog/1969/aba/
31,31,1969-01-02,23-157,KEN,@,MMF,L (-4),,,5,11,.455,0,0,,0,0,,,,4,,,6,10,,1969,https://www.basketball-reference.com/players/m/moorege01/gamelog/1969/aba/
32,32,1969-01-04,23-159,KEN,,NOB,W (+10),,,6,10,.600,0,0,,1,2,.500,,,15,,,6,13,,1969,https://www.basketball-reference.com/players/m/moorege01/gamelog/1969/aba/
33,33,1969-01-06,23-161,KEN,@,HSM,L (-5),,,5,15,.333,0,0,,7,13,.538,,,10,,,4,17,,1969,https://www.basketball-reference.com/players/m/moorege01/gamelog/1969/aba/
34,34,1969-01-07,23-162,KEN,@,DLC,W (+3),,,6,17,.353,0,,,4,6,.667,,,14,,,5,16,,1969,https://www.basketball-reference.com/players/m/moorege01/gamelog/1969/aba/
35,35,1969-01-08,23-163,KEN,,INA,W (+12),1,,4,16,.250,0,0,,1,2,.500,,,20,6,,4,9,,1969,https://www.basketball-reference.com/players/m/moorege01/gamelog/1969/aba/
36,36,1969-01-10,23-165,KEN,@,MMF,L (-17),,,2,7,.286,0,0,,1,2,.500,,,8,,,6,5,,1969,https://www.basketball-reference.com/players/m/moorege01/gamelog/1969/aba/
37,37,1969-01-11,23-166,KEN,,DLC,W (+3),,,3,14,.214,0,0,,6,9,.667,,,23,,,5,12,,1969,https://www.basketball-reference.com/players/m/moorege01/gamelog/1969/aba/
38,38,1969-01-15,23-170,KEN,,NYA,W (+13),,,6,9,.667,0,0,,2,2,1.000,,,15,,,6,14,,1969,https://www.basketball-reference.com/players/m/moorege01/gamelog/1969/aba/
39,39,1969-01-18,23-173,KEN,,HSM,W (+10),,,11,18,.611,0,0,,7,7,1.000,,,9,,,4,29,,1969,https://www.basketball-reference.com/players/m/moorege01/gamelog/1969/aba/
40,40,1969-01-20,23-175,KEN,@,INA,L (-12),1,,3,9,.333,0,,,2,3,.667,,,8,0,,6,8,,1969,https://www.basketball-reference.com/players/m/moorege01/gamelog/1969/aba/
41,41,1969-01-22,23-177,KEN,@,DLC,W (+2),,,9,19,.474,0,0,,6,6,1.000,,,13,,,4,24,,1969,https://www.basketball-reference.com/players/m/moorege01/gamelog/1969/aba/
42,42,1969-01-25,23-180,KEN,,MMF,W (+10),,,11,18,.611,0,0,,3,4,.750,,,1,,,5,25,,1969,https://www.basketball-reference.com/players/m/moorege01/gamelog/1969/aba/
43,43,1969-01-26,23-181,KEN,@,MNP,W (+11),,,6,9,.667,0,0,,5,5,1.000,,,4,,,6,17,,1969,https://www.basketball-reference.com/players/m/moorege01/gamelog/1969/aba/
44,44,1969-01-29,23-184,KEN,,HSM,W (+5),,,4,14,.286,0,0,,1,1,1.000,,,19,,,6,9,,1969,https://www.basketball-reference.com/players/m/moorege01/gamelog/1969/aba/
45,45,1969-01-31,23-186,KEN,,LAS,W (+4),,,2,7,.286,0,,,3,3,1.000,,,6,,,6,7,,1969,https://www.basketball-reference.com/players/m/moorege01/gamelog/1969/aba/
46,46,1969-02-02,23-188,KEN,,DLC,L (-3),,,11,26,.423,0,0,,3,7,.429,,,20,,,4,25,,1969,https://www.basketball-reference.com/players/m/moorege01/gamelog/1969/aba/
47,47,1969-02-05,23-191,KEN,,NOB,L (-6),,,9,19,.474,0,0,,4,5,.800,,,17,,,5,22,,1969,https://www.basketball-reference.com/players/m/moorege01/gamelog/1969/aba/
48,48,1969-02-07,23-193,KEN,,OAK,L (-2),1,29:00,4,13,.308,0,0,,0,2,.000,,,15,1,,6,8,,1969,https://www.basketball-reference.com/players/m/moorege01/gamelog/1969/aba/
49,49,1969-02-11,23-197,KEN,@,MNP,L (-10),,,7,15,.467,0,0,,4,4,1.000,,,8,,,3,18,,1969,https://www.basketball-reference.com/players/m/moorege01/gamelog/1969/aba/
50,50,1969-02-13,23-199,KEN,@,OAK,L (-13),1,37:00,5,12,.417,0,0,,3,4,.750,,,18,2,,5,13,,1969,https://www.basketball-reference.com/players/m/moorege01/gamelog/1969/aba/
51,51,1969-02-16,23-202,KEN,@,LAS,W (+24),,,8,,,0,,,1,3,.333,,,,,,,17,,1969,https://www.basketball-reference.com/players/m/moorege01/gamelog/1969/aba/
52,52,1969-02-19,23-205,KEN,@,MMF,L (-4),,,5,9,.556,0,,,4,4,1.000,,,7,,,6,14,,1969,https://www.basketball-reference.com/players/m/moorege01/gamelog/1969/aba/
53,53,1969-02-22,23-208,KEN,@,INA,W (+10),1,,15,21,.714,0,,,6,8,.750,,,18,0,,5,36,,1969,https://www.basketball-reference.com/players/m/moorege01/gamelog/1969/aba/
54,54,1969-02-26,23-212,KEN,@,LAS,L (-32),,,8,17,.471,0,0,,0,2,.000,,,8,,,3,16,,1969,https://www.basketball-reference.com/players/m/moorege01/gamelog/1969/aba/
55,55,1969-02-28,23-214,KEN,@,DLC,W (+6),,,7,16,.438,0,0,,6,7,.857,,,6,,,3,20,,1969,https://www.basketball-reference.com/players/m/moorege01/gamelog/1969/aba/
56,56,1969-03-01,23-215,KEN,,MMF,W (+6),,,5,9,.556,0,0,,2,5,.400,,,10,,,5,12,,1969,https://www.basketball-reference.com/players/m/moorege01/gamelog/1969/aba/
57,57,1969-03-02,23-216,KEN,@,NYA,W (+12),,,11,29,.379,0,0,,5,8,.625,,,15,,,5,27,,1969,https://www.basketball-reference.com/players/m/moorege01/gamelog/1969/aba/
58,58,1969-03-03,23-217,KEN,@,HSM,W (+9),,,2,3,.667,0,0,,1,1,1.000,,,4,,,5,5,,1969,https://www.basketball-reference.com/players/m/moorege01/gamelog/1969/aba/
59,59,1969-03-05,23-219,KEN,,NYA,W (+25),,,5,12,.417,0,0,,4,5,.800,,,10,,,5,14,,1969,https://www.basketball-reference.com/players/m/moorege01/gamelog/1969/aba/
60,60,1969-03-06,23-220,KEN,@,DNR,L (-9),,,8,20,.400,0,0,,5,6,.833,,,12,,,1,21,,1969,https://www.basketball-reference.com/players/m/moorege01/gamelog/1969/aba/
61,61,1969-03-07,23-221,KEN,,MMF,W (+18),,,7,11,.636,0,0,,8,11,.727,,,9,,,6,22,,1969,https://www.basketball-reference.com/players/m/moorege01/gamelog/1969/aba/
62,62,1969-03-09,23-223,KEN,,MNP,W (+14),,,6,13,.462,0,0,,0,1,.000,,,13,,,6,12,,1969,https://www.basketball-reference.com/players/m/moorege01/gamelog/1969/aba/
63,63,1969-03-12,23-226,KEN,,NYA,W (+8),,,10,,,0,,,2,3,.667,,,,,,,22,,1969,https://www.basketball-reference.com/players/m/moorege01/gamelog/1969/aba/
64,64,1969-03-13,23-227,KEN,@,HSM,L (-16),,,8,,,0,,,4,7,.571,,,,,,,20,,1969,https://www.basketball-reference.com/players/m/moorege01/gamelog/1969/aba/
65,65,1969-03-15,23-229,KEN,@,NOB,L (-32),,,9,,,0,,,3,4,.750,,,,,,,21,,1969,https://www.basketball-reference.com/players/m/moorege01/gamelog/1969/aba/
66,66,1969-03-16,23-230,KEN,,DLC,L (-4),,,8,,,0,,,2,3,.667,,,,,,,18,,1969,https://www.basketball-reference.com/players/m/moorege01/gamelog/1969/aba/
67,67,1969-03-19,23-233,KEN,,DNR,W (+25),,,13,,,0,,,8,9,.889,,,,,,,34,,1969,https://www.basketball-reference.com/players/m/moorege01/gamelog/1969/aba/
68,68,1969-03-21,23-235,KEN,,MNP,W (+23),,,5,22,.227,0,0,,10,11,.909,,,25,,,4,20,,1969,https://www.basketball-reference.com/players/m/moorege01/gamelog/1969/aba/
69,69,1969-03-22,23-236,KEN,,NYA,W (+16),,,8,19,.421,0,0,,4,6,.667,,,20,,,3,20,,1969,https://www.basketball-reference.com/players/m/moorege01/gamelog/1969/aba/
70,70,1969-03-25,23-239,KEN,,MMF,L (-19),,,5,15,.333,0,0,,4,5,.800,,,15,,,6,14,,1969,https://www.basketball-reference.com/players/m/moorege01/gamelog/1969/aba/
71,71,1969-03-27,23-241,KEN,@,NOB,L (-31),,,7,18,.389,0,0,,2,5,.400,,,14,,,5,16,,1969,https://www.basketball-reference.com/players/m/moorege01/gamelog/1969/aba/
72,72,1969-03-28,23-242,KEN,@,MMF,W (+1),,,11,22,.500,0,0,,2,5,.400,,,17,,,5,24,,1969,https://www.basketball-reference.com/players/m/moorege01/gamelog/1969/aba/
73,73,1969-03-30,23-244,KEN,@,OAK,L (-7),,,6,23,.261,0,0,,4,7,.571,,,23,,,6,16,,1969,https://www.basketball-reference.com/players/m/moorege01/gamelog/1969/aba/
74,74,1969-04-01,23-246,KEN,@,DNR,L (-4),,,12,20,.600,0,0,,4,7,.571,,,15,,,3,28,,1969,https://www.basketball-reference.com/players/m/moorege01/gamelog/1969/aba/
75,75,1969-04-02,23-247,KEN,,INA,W (+5),1,,9,18,.500,0,0,,4,4,1.000,,,21,2,,6,22,,1969,https://www.basketball-reference.com/players/m/moorege01/gamelog/1969/aba/
76,76,1969-04-03,23-248,KEN,,MNP,W (+8),,,2,6,.333,0,1,.000,1,1,1.000,,,6,,,6,5,,1969,https://www.basketball-reference.com/players/m/moorege01/gamelog/1969/aba/
