Rk,G,Date,Age,Tm,Unnamed: 5,Opp,Unnamed: 7,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,session,player,gamelog_url
16,16,1976-03-19,26-025,DET,@,LAL,L (-15),0,10:00,0,1,.000,,,,0,0,,0,2,2,0,0,2,,5,0,1976,brownro02,https://www.basketball-reference.com/players/b/brownro02/gamelog/1976
17,17,1976-03-21,26-027,DET,,BUF,W (+6),0,7:00,1,2,.500,,,,0,0,,,,3,0,,,,1,2,1976,brownro02,https://www.basketball-reference.com/players/b/brownro02/gamelog/1976
18,18,1976-03-23,26-029,DET,@,NYK,W (+6),0,12:00,2,2,1.000,,,,0,0,,,,1,1,,,,3,4,1976,brownro02,https://www.basketball-reference.com/players/b/brownro02/gamelog/1976
19,19,1976-03-24,26-030,DET,,KCK,W (+13),0,18:00,2,3,.667,,,,0,0,,,,4,1,1,1,,4,4,1976,brownro02,https://www.basketball-reference.com/players/b/brownro02/gamelog/1976
20,20,1976-03-26,26-032,DET,@,CHI,W (+8),0,12:00,0,1,.000,,,,0,0,,1,2,3,0,0,2,,1,0,1976,brownro02,https://www.basketball-reference.com/players/b/brownro02/gamelog/1976
21,21,1976-03-27,26-033,DET,,POR,W (+18),0,28:00,2,2,1.000,,,,1,2,.500,4,3,7,1,0,0,,5,5,1976,brownro02,https://www.basketball-reference.com/players/b/brownro02/gamelog/1976
22,22,1976-03-31,26-037,DET,,CHI,W (+6),0,13:00,0,1,.000,,,,0,0,,2,2,4,1,0,1,,2,0,1976,brownro02,https://www.basketball-reference.com/players/b/brownro02/gamelog/1976
23,23,1976-04-02,26-039,DET,,NOJ,W (+14),0,28:00,4,6,.667,,,,3,3,1.000,,,5,0,,,,5,11,1976,brownro02,https://www.basketball-reference.com/players/b/brownro02/gamelog/1976
24,24,1976-04-03,26-040,DET,@,CHI,L (-4),1,51:00,2,9,.222,,,,3,4,.750,5,10,15,2,0,2,,3,7,1976,brownro02,https://www.basketball-reference.com/players/b/brownro02/gamelog/1976
25,25,1976-04-04,26-041,DET,,PHI,W (+4),0,15:00,0,1,.000,,,,0,0,,,,6,2,,,,1,0,1976,brownro02,https://www.basketball-reference.com/players/b/brownro02/gamelog/1976
26,26,1976-04-07,26-044,DET,,MIL,W (+10),0,8:00,0,1,.000,,,,0,0,,0,0,0,0,0,0,,0,0,1976,brownro02,https://www.basketball-reference.com/players/b/brownro02/gamelog/1976
27,27,1976-04-09,26-046,DET,,ATL,W (+8),1,39:00,4,12,.333,,,,2,2,1.000,,,12,1,,,,6,10,1976,brownro02,https://www.basketball-reference.com/players/b/brownro02/gamelog/1976
28,28,1976-04-10,26-047,DET,@,HOU,L (-11),1,39:00,3,10,.300,,,,0,0,,,,11,0,,,,5,6,1976,brownro02,https://www.basketball-reference.com/players/b/brownro02/gamelog/1976
29,29,1976-04-11,26-048,DET,@,NOJ,L (-7),0,21:00,0,3,.000,,,,0,0,,,,4,0,,,,4,0,1976,brownro02,https://www.basketball-reference.com/players/b/brownro02/gamelog/1976
