Rk,G,Date,Age,Tm,Unnamed: 5,Opp,Unnamed: 7,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,session,player,gamelog_url
18,18,1973-11-17,28-111,SDA,@,SAA,L (-22),,,2,,,0,,,1,3,.333,,,,,,,,,5,,1974,https://www.basketball-reference.com/players/m/moorege01/gamelog/1974/aba/
19,19,1973-11-21,28-115,SDA,,CAR,W (+14),,,3,,,0,,,0,0,,,,,,,,,,6,,1974,https://www.basketball-reference.com/players/m/moorege01/gamelog/1974/aba/
20,20,1973-11-23,28-117,SDA,@,CAR,W (+3),0,21:00,2,5,.400,0,0,,4,7,.571,,,10,0,,,,,8,,1974,https://www.basketball-reference.com/players/m/moorege01/gamelog/1974/aba/
21,21,1973-11-24,28-118,SDA,@,KEN,L (-3),1,39:00,5,11,.455,0,0,,0,0,,,,11,3,,,0,2,10,,1974,https://www.basketball-reference.com/players/m/moorege01/gamelog/1974/aba/
22,22,1973-11-27,28-121,SDA,@,INA,L (-12),0,14:00,1,7,.143,0,0,,3,4,.750,,,3,0,,,,2,5,,1974,https://www.basketball-reference.com/players/m/moorege01/gamelog/1974/aba/
23,23,1973-11-28,28-122,SDA,@,NYA,L (-26),0,16:00,5,5,1.000,0,,,1,2,.500,,,5,1,,,,1,11,,1974,https://www.basketball-reference.com/players/m/moorege01/gamelog/1974/aba/
24,24,1973-11-30,28-124,SDA,,VIR,W (+6),,,1,,,0,,,0,0,,,,,,,,,,2,,1974,https://www.basketball-reference.com/players/m/moorege01/gamelog/1974/aba/
25,25,1973-12-02,28-126,SDA,,UTS,W (+5),0,15:00,5,10,.500,0,,,1,2,.500,,,3,0,0,1,2,,11,,1974,https://www.basketball-reference.com/players/m/moorege01/gamelog/1974/aba/
26,26,1973-12-04,28-128,SDA,@,MMT,W (+11),,,5,,,0,,,0,0,,,,,,,,,,10,,1974,https://www.basketball-reference.com/players/m/moorege01/gamelog/1974/aba/
27,27,1973-12-05,28-129,SDA,@,DNR,L (-30),,,5,,,0,,,0,0,,,,,,,,,,10,,1974,https://www.basketball-reference.com/players/m/moorege01/gamelog/1974/aba/
28,28,1973-12-07,28-131,SDA,@,UTS,L (-8),0,4:00,0,3,.000,0,,,0,0,,,,2,0,0,0,0,,0,,1974,https://www.basketball-reference.com/players/m/moorege01/gamelog/1974/aba/
29,29,1973-12-08,28-132,SDA,,SAA,L (-10),,,3,,,0,,,0,0,,,,,,,,,,6,,1974,https://www.basketball-reference.com/players/m/moorege01/gamelog/1974/aba/
30,30,1973-12-12,28-136,SDA,@,INA,W (+6),0,24:00,6,11,.545,0,0,,1,3,.333,,,12,2,,,,4,13,,1974,https://www.basketball-reference.com/players/m/moorege01/gamelog/1974/aba/
31,31,1973-12-13,28-137,SDA,@,MMT,W (+3),,,1,,,0,,,0,0,,,,,,,,,,2,,1974,https://www.basketball-reference.com/players/m/moorege01/gamelog/1974/aba/
32,32,1973-12-14,28-138,SDA,@,NYA,W (+8),0,13:00,4,9,.444,0,,,0,0,,,,2,0,,,,4,8,,1974,https://www.basketball-reference.com/players/m/moorege01/gamelog/1974/aba/
33,33,1973-12-16,28-140,SDA,,KEN,L (-5),0,10:00,2,5,.400,0,0,,0,0,,,,5,1,,,1,2,4,,1974,https://www.basketball-reference.com/players/m/moorege01/gamelog/1974/aba/
34,34,1973-12-19,28-143,SDA,@,DNR,W (+5),,,5,,,0,,,2,4,.500,,,,,,,,,12,,1974,https://www.basketball-reference.com/players/m/moorege01/gamelog/1974/aba/
35,35,1973-12-21,28-145,SDA,,CAR,W (+10),,,3,,,0,,,0,0,,,,,,,,,,6,,1974,https://www.basketball-reference.com/players/m/moorege01/gamelog/1974/aba/
36,36,1973-12-22,28-146,SDA,@,SAA,W (+6),,,2,,,0,,,1,1,1.000,,,,,,,,,5,,1974,https://www.basketball-reference.com/players/m/moorege01/gamelog/1974/aba/
37,37,1973-12-23,28-147,SDA,,KEN,L (-3),0,23:00,0,6,.000,0,0,,0,0,,,,6,0,,,1,2,0,,1974,https://www.basketball-reference.com/players/m/moorege01/gamelog/1974/aba/
38,38,1973-12-26,28-150,SDA,@,UTS,L (-4),0,10:00,1,2,.500,0,,,0,0,,,,5,0,0,0,1,,2,,1974,https://www.basketball-reference.com/players/m/moorege01/gamelog/1974/aba/
39,39,1973-12-27,28-151,SDA,,SAA,L (-28),,,6,,,0,,,1,3,.333,,,,,,,,,13,,1974,https://www.basketball-reference.com/players/m/moorege01/gamelog/1974/aba/
40,40,1973-12-29,28-153,SDA,,NYA,W (+5),,,2,,,0,,,0,0,,,,,,,,,,4,,1974,https://www.basketball-reference.com/players/m/moorege01/gamelog/1974/aba/
41,41,1973-12-30,28-154,SDA,,INA,L (-1),0,15:00,3,6,.500,0,1,.000,0,0,,,,5,0,,,,1,6,,1974,https://www.basketball-reference.com/players/m/moorege01/gamelog/1974/aba/
42,42,1974-01-04,28-159,SDA,,SAA,L (-7),0,9:00,3,5,.600,0,0,,0,0,,,,3,1,,,,0,6,,1974,https://www.basketball-reference.com/players/m/moorege01/gamelog/1974/aba/
43,43,1974-01-05,28-160,SDA,@,DNR,L (-24),,,6,,,0,,,8,10,.800,,,,,,,,,20,,1974,https://www.basketball-reference.com/players/m/moorege01/gamelog/1974/aba/
44,44,1974-01-06,28-161,SDA,,CAR,L (-11),0,23:00,3,7,.429,0,0,,0,2,.000,,,8,0,,,,1,6,,1974,https://www.basketball-reference.com/players/m/moorege01/gamelog/1974/aba/
45,45,1974-01-09,28-164,SDA,@,UTS,L (-3),0,14:00,1,4,.250,0,0,,1,4,.250,,,4,2,,,,1,3,,1974,https://www.basketball-reference.com/players/m/moorege01/gamelog/1974/aba/
46,46,1974-01-10,28-165,SDA,@,INA,W (+2),0,3:00,0,0,,0,0,,2,2,1.000,,,2,0,,,,1,2,,1974,https://www.basketball-reference.com/players/m/moorege01/gamelog/1974/aba/
47,47,1974-01-12,28-167,SDA,,UTS,L (-5),0,8:00,1,2,.500,0,0,,0,0,,,,0,2,,,,2,2,,1974,https://www.basketball-reference.com/players/m/moorege01/gamelog/1974/aba/
48,48,1974-01-13,28-168,SDA,,INA,W (+11),0,7:00,1,3,.333,0,0,,0,0,,,,2,2,,,,2,2,,1974,https://www.basketball-reference.com/players/m/moorege01/gamelog/1974/aba/
49,49,1974-01-16,28-171,SDA,@,VIR,L (-7),0,16:00,3,4,.750,0,0,,1,4,.250,,,2,0,,,,2,7,,1974,https://www.basketball-reference.com/players/m/moorege01/gamelog/1974/aba/
