Rk,G,Date,Age,Tm,Unnamed: 5,Opp,Unnamed: 7,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,session,player,gamelog_url
13,13,1972-11-16,27-045,PHI,@,GSW,L (-22),0,17:00,2,9,.222,,,,3,4,.750,,,5,0,,,,3,7,1973,trappjo01,https://www.basketball-reference.com/players/t/trappjo01/gamelog/1973
14,14,1972-11-17,27-046,PHI,@,SEA,L (-13),,16:00,5,12,.417,,,,2,3,.667,,,3,0,,,,1,12,1973,trappjo01,https://www.basketball-reference.com/players/t/trappjo01/gamelog/1973
15,15,1972-11-19,27-048,PHI,@,LAL,L (-40),,22:00,7,13,.538,,,,1,3,.333,,,6,4,,,,5,15,1973,trappjo01,https://www.basketball-reference.com/players/t/trappjo01/gamelog/1973
16,16,1972-11-24,27-053,PHI,,BUF,L (-9),,29:00,6,14,.429,,,,6,8,.750,,,8,2,,,,4,18,1973,trappjo01,https://www.basketball-reference.com/players/t/trappjo01/gamelog/1973
17,17,1972-11-25,27-054,PHI,,POR,L (-11),0,8:00,4,5,.800,,,,1,2,.500,,,0,0,,,,1,9,1973,trappjo01,https://www.basketball-reference.com/players/t/trappjo01/gamelog/1973
18,18,1972-11-28,27-057,PHI,@,BUF,W (+7),,31:00,9,16,.563,,,,3,5,.600,,,8,3,,,,3,21,1973,trappjo01,https://www.basketball-reference.com/players/t/trappjo01/gamelog/1973
19,19,1972-11-29,27-058,PHI,,NYK,L (-48),,18:00,1,6,.167,,,,0,0,,,,3,0,,,,3,2,1973,trappjo01,https://www.basketball-reference.com/players/t/trappjo01/gamelog/1973
20,20,1972-12-01,27-060,PHI,,BOS,L (-6),,20:00,1,5,.200,,,,4,4,1.000,,,5,1,,,,6,6,1973,trappjo01,https://www.basketball-reference.com/players/t/trappjo01/gamelog/1973
21,21,1972-12-02,27-061,PHI,@,BOS,L (-11),,36:00,7,20,.350,,,,6,7,.857,,,3,3,,,,4,20,1973,trappjo01,https://www.basketball-reference.com/players/t/trappjo01/gamelog/1973
22,22,1972-12-06,27-065,PHI,,KCO,W (+5),,39:00,16,30,.533,,,,3,4,.750,,,14,2,,,,5,35,1973,trappjo01,https://www.basketball-reference.com/players/t/trappjo01/gamelog/1973
23,23,1972-12-07,27-066,PHI,,PHO,L (-15),1,23:00,3,13,.231,,,,1,1,1.000,,,8,1,,,,2,7,1973,trappjo01,https://www.basketball-reference.com/players/t/trappjo01/gamelog/1973
24,24,1972-12-08,27-067,PHI,,CHI,L (-16),1,21:00,2,6,.333,,,,1,1,1.000,,,3,3,,,,5,5,1973,trappjo01,https://www.basketball-reference.com/players/t/trappjo01/gamelog/1973
25,25,1972-12-09,27-068,PHI,@,NYK,L (-11),,33:00,8,16,.500,,,,5,5,1.000,,,2,1,,,,2,21,1973,trappjo01,https://www.basketball-reference.com/players/t/trappjo01/gamelog/1973
26,26,1972-12-12,27-071,PHI,@,BAL,L (-21),,41:00,6,20,.300,,,,1,2,.500,,,7,0,,,,6,13,1973,trappjo01,https://www.basketball-reference.com/players/t/trappjo01/gamelog/1973
27,27,1972-12-13,27-072,PHI,,LAL,L (-38),,26:00,7,15,.467,,,,2,3,.667,,,6,1,,,,4,16,1973,trappjo01,https://www.basketball-reference.com/players/t/trappjo01/gamelog/1973
28,28,1972-12-16,27-075,PHI,,BUF,L (-23),,24:00,1,9,.111,,,,5,6,.833,,,7,0,,,,4,7,1973,trappjo01,https://www.basketball-reference.com/players/t/trappjo01/gamelog/1973
29,29,1972-12-20,27-079,PHI,@,DET,L (-28),,35:00,7,,,,,,5,6,.833,,,7,4,,,,,19,1973,trappjo01,https://www.basketball-reference.com/players/t/trappjo01/gamelog/1973
30,30,1972-12-22,27-081,PHI,@,HOU,L (-13),,,5,14,.357,,,,7,8,.875,,,7,,,,,6,17,1973,trappjo01,https://www.basketball-reference.com/players/t/trappjo01/gamelog/1973
31,31,1972-12-23,27-082,PHI,@,ATL,L (-12),,23:00,3,9,.333,,,,1,2,.500,,,7,0,,,,5,7,1973,trappjo01,https://www.basketball-reference.com/players/t/trappjo01/gamelog/1973
32,32,1972-12-27,27-086,PHI,,ATL,L (-1),,25:00,1,6,.167,,,,2,3,.667,,,3,2,,,,5,4,1973,trappjo01,https://www.basketball-reference.com/players/t/trappjo01/gamelog/1973
33,33,1972-12-30,27-089,PHI,,BOS,L (-10),,23:00,4,10,.400,,,,4,4,1.000,,,5,0,,,,2,12,1973,trappjo01,https://www.basketball-reference.com/players/t/trappjo01/gamelog/1973
34,34,1973-01-02,27-092,PHI,@,BUF,L (-4),,10:00,4,9,.444,,,,3,3,1.000,,,4,2,,,,0,11,1973,trappjo01,https://www.basketball-reference.com/players/t/trappjo01/gamelog/1973
35,35,1973-01-10,27-100,PHI,,LAL,L (-24),,9:00,0,3,.000,,,,0,0,,,,3,1,,,,0,0,1973,trappjo01,https://www.basketball-reference.com/players/t/trappjo01/gamelog/1973
36,36,1973-01-13,27-103,PHI,,BOS,L (-16),,27:00,3,11,.273,,,,2,4,.500,,,6,2,,,,4,8,1973,trappjo01,https://www.basketball-reference.com/players/t/trappjo01/gamelog/1973
37,37,1973-01-15,27-105,PHI,@,KCO,L (-27),,10:00,4,11,.364,,,,1,2,.500,,,4,0,,,,1,9,1973,trappjo01,https://www.basketball-reference.com/players/t/trappjo01/gamelog/1973
38,38,1973-01-16,27-106,PHI,@,MIL,L (-16),,18:00,3,7,.429,,,,0,0,,,,5,0,,,,3,6,1973,trappjo01,https://www.basketball-reference.com/players/t/trappjo01/gamelog/1973
39,39,1973-01-17,27-107,PHI,,ATL,L (-17),,22:00,2,6,.333,,,,1,3,.333,,,4,1,,,,5,5,1973,trappjo01,https://www.basketball-reference.com/players/t/trappjo01/gamelog/1973
40,40,1973-01-21,27-111,PHI,@,BAL,L (-11),,2:00,0,1,.000,,,,0,0,,,,0,0,,,,0,0,1973,trappjo01,https://www.basketball-reference.com/players/t/trappjo01/gamelog/1973
41,41,1973-01-26,27-116,PHI,@,CLE,L (-5),,27:00,5,14,.357,,,,3,4,.750,,,7,3,,,,5,13,1973,trappjo01,https://www.basketball-reference.com/players/t/trappjo01/gamelog/1973
42,42,1973-01-28,27-118,PHI,,BUF,L (-5),,19:00,5,9,.556,,,,0,0,,,,3,0,,,,5,10,1973,trappjo01,https://www.basketball-reference.com/players/t/trappjo01/gamelog/1973
43,43,1973-01-30,27-120,PHI,@,BUF,L (-1),,11:00,3,5,.600,,,,1,2,.500,,,4,0,,,,5,7,1973,trappjo01,https://www.basketball-reference.com/players/t/trappjo01/gamelog/1973
44,44,1973-01-31,27-121,PHI,,GSW,L (-16),0,6:00,0,2,.000,,,,0,0,,,,1,1,,,,2,0,1973,trappjo01,https://www.basketball-reference.com/players/t/trappjo01/gamelog/1973
