Rk,G,Date,Age,Tm,Unnamed: 5,Opp,Unnamed: 7,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,TOV,PF,PTS,session,player,gamelog_url
26,26,1970-12-11,25-135,TEX,,VIR,L (-10),,,8,,,0,,,1,1,1.000,,,,,,,17,,1971,https://www.basketball-reference.com/players/m/moorege01/gamelog/1971/aba/
27,27,1970-12-12,25-136,TEX,,INA,L (-6),0,20:00,10,18,.556,0,0,,1,2,.500,,,14,1,,3,21,,1971,https://www.basketball-reference.com/players/m/moorege01/gamelog/1971/aba/
28,28,1970-12-13,25-137,TEX,@,CAR,L (-1),,,3,,,0,,,3,5,.600,,,,,,,9,,1971,https://www.basketball-reference.com/players/m/moorege01/gamelog/1971/aba/
29,29,1970-12-15,25-139,TEX,@,MMP,L (-5),,,10,,,0,,,4,5,.800,,,,,,,24,,1971,https://www.basketball-reference.com/players/m/moorege01/gamelog/1971/aba/
30,30,1970-12-18,25-142,TEX,,UTS,L (-19),,,4,,,0,,,7,8,.875,,,,,,,15,,1971,https://www.basketball-reference.com/players/m/moorege01/gamelog/1971/aba/
31,31,1970-12-19,25-143,TEX,@,INA,W (+14),1,22:00,9,17,.529,0,0,,2,2,1.000,,,9,1,,3,20,,1971,https://www.basketball-reference.com/players/m/moorege01/gamelog/1971/aba/
32,32,1970-12-20,25-144,TEX,@,NYA,W (+12),,,5,,,0,,,1,2,.500,,,,,,,11,,1971,https://www.basketball-reference.com/players/m/moorege01/gamelog/1971/aba/
33,33,1970-12-22,25-146,TEX,,CAR,W (+28),,,7,,,0,,,2,3,.667,,,,,,,16,,1971,https://www.basketball-reference.com/players/m/moorege01/gamelog/1971/aba/
34,34,1970-12-25,25-149,TEX,@,VIR,L (-14),,,8,,,0,,,1,3,.333,,,,,,,17,,1971,https://www.basketball-reference.com/players/m/moorege01/gamelog/1971/aba/
35,35,1970-12-26,25-150,TEX,@,KEN,L (-4),,,5,,,0,,,4,9,.444,,,,,,,14,,1971,https://www.basketball-reference.com/players/m/moorege01/gamelog/1971/aba/
36,36,1970-12-27,25-151,TEX,@,PTC,W (+8),,,8,,,0,,,4,5,.800,,,,,,,20,,1971,https://www.basketball-reference.com/players/m/moorege01/gamelog/1971/aba/
37,37,1970-12-29,25-153,TEX,,VIR,L (-23),,,3,,,0,,,0,0,,,,,,,,6,,1971,https://www.basketball-reference.com/players/m/moorege01/gamelog/1971/aba/
38,38,1970-12-30,25-154,TEX,,MMP,W (+9),,,3,,,0,,,4,4,1.000,,,,,,,10,,1971,https://www.basketball-reference.com/players/m/moorege01/gamelog/1971/aba/
39,39,1971-01-02,25-157,TEX,@,UTS,L (-25),,,3,,,0,,,3,4,.750,,,,,,,9,,1971,https://www.basketball-reference.com/players/m/moorege01/gamelog/1971/aba/
40,40,1971-01-03,25-158,TEX,@,DNR,L (-5),,,6,,,0,,,0,0,,,,,,,,12,,1971,https://www.basketball-reference.com/players/m/moorege01/gamelog/1971/aba/
41,41,1971-01-05,25-160,TEX,,PTC,W (+9),,,8,,,0,,,3,3,1.000,,,,,,,19,,1971,https://www.basketball-reference.com/players/m/moorege01/gamelog/1971/aba/
42,42,1971-01-07,25-162,TEX,@,UTS,L (-7),,,5,,,0,,,2,2,1.000,,,,,,,12,,1971,https://www.basketball-reference.com/players/m/moorege01/gamelog/1971/aba/
43,43,1971-01-08,25-163,TEX,,DNR,W (+6),,,8,,,0,,,2,5,.400,,,,,,,18,,1971,https://www.basketball-reference.com/players/m/moorege01/gamelog/1971/aba/
44,44,1971-01-09,25-164,TEX,,MMP,L (-1),1,,2,5,.400,0,0,,3,4,.750,,,6,0,2,5,7,,1971,https://www.basketball-reference.com/players/m/moorege01/gamelog/1971/aba/
45,45,1971-01-12,25-167,TEX,@,DNR,L (-8),,,2,,,0,,,0,0,,,,,,,,4,,1971,https://www.basketball-reference.com/players/m/moorege01/gamelog/1971/aba/
46,46,1971-01-15,25-170,TEX,,UTS,W (+21),,,2,,,0,,,1,1,1.000,,,,,,,5,,1971,https://www.basketball-reference.com/players/m/moorege01/gamelog/1971/aba/
47,47,1971-01-16,25-171,TEX,,MMP,L (-2),,,5,,,0,,,1,2,.500,,,,,,,11,,1971,https://www.basketball-reference.com/players/m/moorege01/gamelog/1971/aba/
48,48,1971-01-17,25-172,TEX,@,DNR,L (-6),,,6,,,0,,,4,6,.667,,,,,,,16,,1971,https://www.basketball-reference.com/players/m/moorege01/gamelog/1971/aba/
49,49,1971-01-19,25-174,TEX,,DNR,W (+21),,,7,,,0,,,1,2,.500,,,,,,,15,,1971,https://www.basketball-reference.com/players/m/moorege01/gamelog/1971/aba/
50,50,1971-01-26,25-181,TEX,,KEN,L (-3),,,3,,,0,,,0,0,,,,,,,,6,,1971,https://www.basketball-reference.com/players/m/moorege01/gamelog/1971/aba/
51,51,1971-01-28,25-183,TEX,@,MMP,L (-23),,,7,,,0,,,6,10,.600,,,,,,,20,,1971,https://www.basketball-reference.com/players/m/moorege01/gamelog/1971/aba/
52,52,1971-01-29,25-184,TEX,,UTS,L (-5),,,8,,,0,,,1,1,1.000,,,,,,,17,,1971,https://www.basketball-reference.com/players/m/moorege01/gamelog/1971/aba/
53,53,1971-01-31,25-186,TEX,,FLO,L (-3),,,5,,,0,,,4,5,.800,,,,,,,14,,1971,https://www.basketball-reference.com/players/m/moorege01/gamelog/1971/aba/
54,54,1971-02-02,25-188,TEX,,KEN,L (-6),,,6,,,0,,,1,3,.333,,,,,,,13,,1971,https://www.basketball-reference.com/players/m/moorege01/gamelog/1971/aba/
55,55,1971-02-03,25-189,TEX,@,DNR,W (+8),,,9,,,0,,,4,5,.800,,,,,,,22,,1971,https://www.basketball-reference.com/players/m/moorege01/gamelog/1971/aba/
56,56,1971-02-05,25-191,TEX,@,UTS,L (-21),,,8,,,0,,,1,2,.500,,,,,,,17,,1971,https://www.basketball-reference.com/players/m/moorege01/gamelog/1971/aba/
57,57,1971-02-07,25-193,TEX,@,FLO,L (-17),,,5,,,0,,,3,6,.500,,,,,,,13,,1971,https://www.basketball-reference.com/players/m/moorege01/gamelog/1971/aba/
58,58,1971-02-10,25-196,TEX,@,INA,L (-11),1,39:00,10,18,.556,0,0,,4,5,.800,,,21,3,,3,24,,1971,https://www.basketball-reference.com/players/m/moorege01/gamelog/1971/aba/
59,59,1971-02-12,25-198,TEX,,FLO,L (-3),,,9,,,0,,,4,4,1.000,,,,,,,22,,1971,https://www.basketball-reference.com/players/m/moorege01/gamelog/1971/aba/
60,60,1971-02-13,25-199,TEX,,UTS,L (-7),,,9,13,.692,0,0,,2,4,.500,,,18,,,3,20,,1971,https://www.basketball-reference.com/players/m/moorege01/gamelog/1971/aba/
61,61,1971-02-15,25-201,TEX,@,INA,W (+1),1,17:00,2,7,.286,0,0,,2,3,.667,,,6,0,,5,6,,1971,https://www.basketball-reference.com/players/m/moorege01/gamelog/1971/aba/
62,62,1971-02-17,25-203,TEX,@,CAR,L (-5),1,30:00,6,11,.545,0,0,,5,8,.625,,,15,1,,,17,,1971,https://www.basketball-reference.com/players/m/moorege01/gamelog/1971/aba/
63,63,1971-02-19,25-205,TEX,,UTS,L (-12),,,5,,,0,,,1,2,.500,,,,,,,11,,1971,https://www.basketball-reference.com/players/m/moorege01/gamelog/1971/aba/
64,64,1971-02-20,25-206,TEX,,NYA,L (-20),,,5,,,0,,,2,4,.500,,,,,,,12,,1971,https://www.basketball-reference.com/players/m/moorege01/gamelog/1971/aba/
65,65,1971-02-24,25-210,TEX,,INA,L (-4),1,40:00,14,28,.500,1,1,1.000,0,0,,,,19,0,,5,29,,1971,https://www.basketball-reference.com/players/m/moorege01/gamelog/1971/aba/
66,66,1971-02-26,25-212,TEX,,DNR,L (-22),,,2,,,0,,,5,5,1.000,,,,,,,9,,1971,https://www.basketball-reference.com/players/m/moorege01/gamelog/1971/aba/
67,67,1971-02-27,25-213,TEX,,MMP,W (+2),,,5,,,0,,,0,0,,,,,,,,10,,1971,https://www.basketball-reference.com/players/m/moorege01/gamelog/1971/aba/
68,68,1971-02-28,25-214,TEX,,UTS,L (-2),,,5,,,0,,,1,4,.250,,,,,,,11,,1971,https://www.basketball-reference.com/players/m/moorege01/gamelog/1971/aba/
69,69,1971-03-02,25-216,TEX,,NYA,W (+3),,,6,,,0,,,0,1,.000,,,,,,,12,,1971,https://www.basketball-reference.com/players/m/moorege01/gamelog/1971/aba/
70,70,1971-03-05,25-219,TEX,,DNR,W (+5),,,9,,,0,,,8,9,.889,,,,,,,26,,1971,https://www.basketball-reference.com/players/m/moorege01/gamelog/1971/aba/
71,71,1971-03-06,25-220,TEX,,INA,L (-12),1,27:00,7,8,.875,0,0,,1,1,1.000,,,13,1,,3,15,,1971,https://www.basketball-reference.com/players/m/moorege01/gamelog/1971/aba/
72,72,1971-03-09,25-223,TEX,,DNR,L (-19),,,4,,,0,,,0,0,,,,,,,,8,,1971,https://www.basketball-reference.com/players/m/moorege01/gamelog/1971/aba/
73,73,1971-03-12,25-226,TEX,,CAR,W (+9),1,30:00,8,20,.400,0,0,,3,4,.750,,,13,3,,,19,,1971,https://www.basketball-reference.com/players/m/moorege01/gamelog/1971/aba/
74,74,1971-03-13,25-227,TEX,,CAR,W (+20),1,30:00,6,8,.750,0,0,,3,5,.600,,,7,1,,,15,,1971,https://www.basketball-reference.com/players/m/moorege01/gamelog/1971/aba/
75,75,1971-03-14,25-228,TEX,,MMP,W (+9),,,11,,,0,,,4,6,.667,,,,,,,26,,1971,https://www.basketball-reference.com/players/m/moorege01/gamelog/1971/aba/
76,76,1971-03-17,25-231,TEX,@,INA,L (-14),,,4,,,0,,,5,6,.833,,,,,,,13,,1971,https://www.basketball-reference.com/players/m/moorege01/gamelog/1971/aba/
77,77,1971-03-19,25-233,TEX,,MMP,W (+12),,,3,,,0,,,5,7,.714,,,,,,,11,,1971,https://www.basketball-reference.com/players/m/moorege01/gamelog/1971/aba/
78,78,1971-03-21,25-235,TEX,,VIR,W (+14),,,13,,,0,,,7,9,.778,,,,,,,33,,1971,https://www.basketball-reference.com/players/m/moorege01/gamelog/1971/aba/
79,79,1971-03-25,25-239,TEX,@,UTS,L (-16),,,8,,,0,,,3,3,1.000,,,,,,,19,,1971,https://www.basketball-reference.com/players/m/moorege01/gamelog/1971/aba/
80,80,1971-03-26,25-240,TEX,,INA,L (-1),1,35:00,8,14,.571,0,0,,6,8,.750,,,9,3,,5,22,,1971,https://www.basketball-reference.com/players/m/moorege01/gamelog/1971/aba/
81,81,1971-03-27,25-241,TEX,@,DNR,L (-2),,,7,,,0,,,0,0,,,,,,,,14,,1971,https://www.basketball-reference.com/players/m/moorege01/gamelog/1971/aba/
82,82,1971-03-28,25-242,TEX,@,VIR,L (-10),,,11,,,0,,,2,3,.667,,,,,,,24,,1971,https://www.basketball-reference.com/players/m/moorege01/gamelog/1971/aba/
83,83,1971-03-30,25-244,TEX,,MMP,W (+13),,,9,,,0,,,3,6,.500,,,,,,,21,,1971,https://www.basketball-reference.com/players/m/moorege01/gamelog/1971/aba/
84,84,1971-03-31,25-245,TEX,@,INA,W (+4),1,34:00,11,23,.478,1,2,.500,3,5,.600,,,20,3,,5,26,,1971,https://www.basketball-reference.com/players/m/moorege01/gamelog/1971/aba/
